Zeit  1 - Standardmessrate;WI 1;WI 2;WI 3;WI 4;WI 5;WI 6;WI 7;Temperatur;WI 8;DMS - innen (200 mm);DMS - auﬂen (350 mm);PMX_1 CH 3-4;PMX_1 CH 4-1;PMX_1 CH 4-2;PMX_1 CH 4-3;PMX_1 CH 4-4;PMX_1 dig in;PMX_1 dig out
0;0,00018;-0,0004;0,04826;-0,00023;0,0012;0,00423;0,02444;23,68;-0,00197;-1,007;15,71;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,020000001;0,00018;-0,0004;0,04826;-0,00023;0,00119;0,00424;0,02444;23,69;-0,00197;-1,012;15,71;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,040000002;0,00017;-0,0004;0,04826;-0,00023;0,00118;0,00424;0,02443;23,69;-0,00197;-1,014;15,72;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,060000003;0,00016;-0,0004;0,04827;-0,00024;0,00116;0,00424;0,02442;23,69;-0,00197;-1,015;15,73;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,080000004;0,00014;-0,0004;0,04826;-0,00024;0,00115;0,00423;0,02441;23,69;-0,00197;-1,017;15,74;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,100000005;0,00014;-0,0004;0,04826;-0,00024;0,00115;0,00422;0,02441;23,69;-0,00197;-1,02;15,74;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,120000006;0,00014;-0,0004;0,04826;-0,00023;0,00117;0,00422;0,02442;23,68;-0,00197;-1,023;15,74;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,140000007;0,00016;-0,0004;0,04826;-0,00023;0,00118;0,00422;0,02443;23,67;-0,00197;-1,029;15,73;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,160000008;0,00017;-0,0004;0,04826;-0,00023;0,00119;0,00423;0,02444;23,66;-0,00196;-1,036;15,72;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,180000009;0,00016;-0,0004;0,04826;-0,00023;0,00119;0,00423;0,02443;23,66;-0,00196;-1,041;15,71;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,200000009;0,00015;-0,0004;0,04826;-0,00023;0,00117;0,00422;0,02443;23,67;-0,00196;-1,043;15,71;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,22000001;0,00014;-0,0004;0,04826;-0,00023;0,00116;0,00422;0,02442;23,67;-0,00196;-1,042;15,71;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,240000011;0,00013;-0,0004;0,04826;-0,00023;0,00116;0,00422;0,02442;23,68;-0,00196;-1,04;15,72;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,260000012;0,00013;-0,0004;0,04826;-0,00023;0,00116;0,00422;0,02442;23,68;-0,00196;-1,033;15,72;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,280000013;0,00014;-0,0004;0,04826;-0,00023;0,00117;0,00423;0,02441;23,67;-0,00195;-1,021;15,71;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,300000014;0,00015;-0,0004;0,04826;-0,00023;0,00117;0,00424;0,02441;23,67;-0,00195;-1,009;15,7;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,320000015;0,00016;-0,0004;0,04826;-0,00023;0,00118;0,00424;0,02442;23,67;-0,00195;-1,006;15,69;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,340000016;0,00017;-0,0004;0,04826;-0,00023;0,00119;0,00424;0,02443;23,67;-0,00195;-1,012;15,7;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,360000017;0,00017;-0,0004;0,04826;-0,00023;0,00119;0,00424;0,02443;23,67;-0,00194;-1,019;15,7;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,380000018;0,00016;-0,0004;0,04826;-0,00023;0,00117;0,00424;0,02442;23,67;-0,00194;-1,018;15,69;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,400000019;0,00014;-0,00041;0,04826;-0,00023;0,00115;0,00423;0,02441;23,68;-0,00194;-1,019;15,67;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,42000002;0,00013;-0,00041;0,04826;-0,00023;0,00114;0,00422;0,02441;23,68;-0,00193;-1,029;15,66;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,440000021;0,00015;-0,0004;0,04826;-0,00023;0,00116;0,00423;0,02442;23,68;-0,00193;-1,039;15,66;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,460000022;0,00017;-0,0004;0,04826;-0,00023;0,00118;0,00425;0,02443;23,68;-0,00193;-1,045;15,64;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,480000023;0,00019;-0,0004;0,04826;-0,00023;0,00119;0,00425;0,02444;23,68;-0,00193;-1,045;15,63;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,500000024;0,00018;-0,00041;0,04826;-0,00023;0,00118;0,00425;0,02443;23,68;-0,00193;-1,043;15,61;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,520000025;0,00016;-0,00041;0,04826;-0,00023;0,00116;0,00424;0,02443;23,68;-0,00194;-1,041;15,59;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,540000026;0,00014;-0,00041;0,04826;-0,00023;0,00115;0,00423;0,02442;23,68;-0,00194;-1,039;15,57;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,560000027;0,00013;-0,00041;0,04826;-0,00023;0,00114;0,00423;0,02442;23,68;-0,00194;-1,04;15,57;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,580000028;0,00013;-0,00041;0,04826;-0,00024;0,00114;0,00423;0,02442;23,68;-0,00193;-1,037;15,56;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,600000028;0,00014;-0,00041;0,04826;-0,00024;0,00115;0,00425;0,02443;23,68;-0,00193;-1,036;15,56;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,620000029;0,00014;-0,0004;0,04826;-0,00024;0,00115;0,00425;0,02443;23,69;-0,00193;-1,043;15,56;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,64000003;0,00014;-0,00041;0,04826;-0,00025;0,00116;0,00425;0,02443;23,68;-0,00193;-1,051;15,57;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,660000031;0,00015;-0,00041;0,04825;-0,00025;0,00116;0,00426;0,02443;23,68;-0,00193;-1,051;15,57;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,680000032;0,00016;-0,00041;0,04825;-0,00025;0,00116;0,00426;0,02443;23,67;-0,00193;-1,044;15,57;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,700000033;0,00014;-0,00041;0,04825;-0,00025;0,00114;0,00425;0,02443;23,66;-0,00193;-1,036;15,58;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,720000034;0,00013;-0,00041;0,04824;-0,00025;0,00113;0,00423;0,02442;23,66;-0,00193;-1,035;15,58;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,740000035;0,00012;-0,00041;0,04824;-0,00025;0,00112;0,00422;0,02442;23,67;-0,00193;-1,044;15,58;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,760000036;0,00012;-0,00041;0,04824;-0,00024;0,00113;0,00421;0,02442;23,67;-0,00193;-1,056;15,59;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,780000037;0,00014;-0,0004;0,04824;-0,00024;0,00115;0,00421;0,02443;23,68;-0,00193;-1,06;15,6;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,800000038;0,00015;-0,0004;0,04824;-0,00024;0,00116;0,00423;0,02444;23,68;-0,00194;-1,05;15,6;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,820000039;0,00016;-0,0004;0,04824;-0,00025;0,00116;0,00425;0,02444;23,68;-0,00194;-1,036;15,59;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,84000004;0,00015;-0,0004;0,04824;-0,00025;0,00115;0,00425;0,02443;23,68;-0,00194;-1,035;15,59;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,860000041;0,00015;-0,0004;0,04824;-0,00025;0,00115;0,00424;0,02443;23,68;-0,00195;-1,048;15,58;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,880000042;0,00014;-0,00041;0,04824;-0,00025;0,00115;0,00423;0,02444;23,68;-0,00195;-1,063;15,58;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,900000043;0,00015;-0,00042;0,04824;-0,00025;0,00115;0,00422;0,02444;23,68;-0,00196;-1,067;15,59;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,920000044;0,00015;-0,00042;0,04825;-0,00026;0,00114;0,00422;0,02444;23,68;-0,00196;-1,066;15,6;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,940000045;0,00017;-0,00042;0,04825;-0,00026;0,00115;0,00422;0,02445;23,68;-0,00197;-1,069;15,61;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,960000046;0,00018;-0,00042;0,04826;-0,00026;0,00115;0,00423;0,02445;23,68;-0,00198;-1,078;15,62;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
0,980000047;0,00019;-0,00042;0,04826;-0,00026;0,00116;0,00424;0,02446;23,68;-0,00199;-1,081;15,62;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,000000047;0,0002;-0,00042;0,04826;-0,00026;0,00116;0,00424;0,02447;23,67;-0,002;-1,077;15,62;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,020000048;0,0002;-0,00042;0,04826;-0,00026;0,00117;0,00424;0,02447;23,67;-0,00201;-1,072;15,61;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,040000049;0,0002;-0,00042;0,04826;-0,00026;0,00117;0,00423;0,02448;23,67;-0,00202;-1,07;15,6;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,06000005;0,00019;-0,00042;0,04826;-0,00026;0,00117;0,00422;0,02448;23,68;-0,00203;-1,074;15,6;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,080000051;0,00019;-0,00042;0,04827;-0,00026;0,00116;0,00421;0,02448;23,68;-0,00205;-1,079;15,6;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,100000052;0,00019;-0,00042;0,04827;-0,00026;0,00116;0,00421;0,02449;23,67;-0,00206;-1,083;15,61;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,120000053;0,0002;-0,00042;0,04827;-0,00026;0,00117;0,00421;0,02449;23,68;-0,00207;-1,082;15,61;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,140000054;0,0002;-0,00042;0,04827;-0,00026;0,00117;0,00421;0,0245;23,68;-0,00207;-1,078;15,6;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,160000055;0,0002;-0,00043;0,04827;-0,00026;0,00118;0,00421;0,0245;23,69;-0,00208;-1,078;15,58;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,180000056;0,00021;-0,00043;0,04827;-0,00026;0,00117;0,00421;0,0245;23,69;-0,00208;-1,085;15,56;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,200000057;0,0002;-0,00043;0,04827;-0,00026;0,00117;0,00421;0,0245;23,7;-0,00209;-1,091;15,54;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,220000058;0,0002;-0,00044;0,04827;-0,00026;0,00116;0,00421;0,0245;23,7;-0,00209;-1,09;15,52;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,240000059;0,0002;-0,00044;0,04828;-0,00026;0,00116;0,00421;0,0245;23,69;-0,00209;-1,083;15,52;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,26000006;0,00019;-0,00044;0,04828;-0,00026;0,00116;0,00421;0,0245;23,69;-0,0021;-1,078;15,51;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,280000061;0,0002;-0,00044;0,04827;-0,00026;0,00117;0,00422;0,02451;23,68;-0,0021;-1,079;15,51;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,300000062;0,00022;-0,00043;0,04828;-0,00026;0,00119;0,00423;0,02452;23,68;-0,00209;-1,077;15,52;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,320000063;0,00024;-0,00043;0,04828;-0,00026;0,0012;0,00424;0,02453;23,68;-0,00209;-1,071;15,52;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,340000064;0,00023;-0,00043;0,04828;-0,00026;0,0012;0,00424;0,02453;23,68;-0,00208;-1,065;15,52;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,360000065;0,00021;-0,00043;0,04828;-0,00026;0,00118;0,00423;0,02452;23,68;-0,00208;-1,066;15,53;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,380000066;0,0002;-0,00043;0,04828;-0,00025;0,00117;0,00421;0,02451;23,67;-0,00208;-1,073;15,53;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,400000066;0,00019;-0,00043;0,04828;-0,00025;0,00117;0,00421;0,02451;23,67;-0,00208;-1,078;15,54;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,420000067;0,00019;-0,00043;0,04828;-0,00026;0,00117;0,00422;0,02451;23,67;-0,00207;-1,076;15,55;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,440000068;0,00019;-0,00043;0,04828;-0,00026;0,00117;0,00423;0,02451;23,67;-0,00207;-1,068;15,56;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,460000069;0,00019;-0,00043;0,04828;-0,00026;0,00117;0,00423;0,02451;23,67;-0,00207;-1,064;15,56;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,48000007;0,00017;-0,00043;0,04828;-0,00027;0,00116;0,00422;0,02451;23,67;-0,00207;-1,071;15,56;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,500000071;0,00017;-0,00044;0,04828;-0,00027;0,00116;0,00422;0,02451;23,68;-0,00207;-1,081;15,55;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,520000072;0,00017;-0,00043;0,04828;-0,00027;0,00116;0,00422;0,02451;23,68;-0,00207;-1,087;15,54;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,540000073;0,00017;-0,00043;0,04828;-0,00026;0,00116;0,00422;0,0245;23,68;-0,00206;-1,085;15,53;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,560000074;0,00017;-0,00043;0,04828;-0,00026;0,00116;0,00422;0,02451;23,69;-0,00206;-1,079;15,53;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,580000075;0,00018;-0,00043;0,04828;-0,00026;0,00117;0,00422;0,02451;23,69;-0,00206;-1,077;15,52;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,600000076;0,00019;-0,00043;0,04827;-0,00026;0,00118;0,00422;0,02452;23,68;-0,00206;-1,082;15,51;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,620000077;0,00019;-0,00043;0,04827;-0,00026;0,00118;0,00422;0,02452;23,67;-0,00205;-1,086;15,52;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,640000078;0,00018;-0,00043;0,04827;-0,00026;0,00118;0,00422;0,02451;23,67;-0,00205;-1,082;15,53;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,660000079;0,00016;-0,00043;0,04827;-0,00026;0,00116;0,00422;0,0245;23,67;-0,00205;-1,076;15,53;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,68000008;0,00014;-0,00043;0,04827;-0,00026;0,00114;0,00421;0,0245;23,68;-0,00205;-1,076;15,53;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,700000081;0,00015;-0,00043;0,04827;-0,00026;0,00115;0,00421;0,0245;23,68;-0,00205;-1,084;15,54;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,720000082;0,00016;-0,00043;0,04827;-0,00026;0,00116;0,00421;0,02451;23,68;-0,00205;-1,096;15,54;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,740000083;0,00018;-0,00043;0,04827;-0,00026;0,00117;0,00422;0,02452;23,68;-0,00205;-1,099;15,55;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,760000084;0,00019;-0,00043;0,04827;-0,00027;0,00118;0,00422;0,02452;23,68;-0,00205;-1,092;15,55;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,780000085;0,00019;-0,00043;0,04827;-0,00027;0,00119;0,00423;0,02453;23,67;-0,00205;-1,085;15,55;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,800000085;0,0002;-0,00043;0,04827;-0,00027;0,00119;0,00423;0,02453;23,67;-0,00204;-1,088;15,55;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,820000086;0,00021;-0,00043;0,04827;-0,00027;0,00119;0,00423;0,02453;23,68;-0,00204;-1,1;15,55;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,840000087;0,00021;-0,00044;0,04827;-0,00027;0,0012;0,00423;0,02453;23,68;-0,00203;-1,104;15,56;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,860000088;0,00022;-0,00044;0,04827;-0,00027;0,0012;0,00423;0,02453;23,68;-0,00203;-1,089;15,57;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,880000089;0,00021;-0,00044;0,04827;-0,00027;0,0012;0,00423;0,02453;23,69;-0,00203;-1,069;15,59;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,90000009;0,00021;-0,00044;0,04827;-0,00027;0,00119;0,00423;0,02453;23,69;-0,00203;-1,06;15,6;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,920000091;0,0002;-0,00043;0,04827;-0,00027;0,00119;0,00423;0,02452;23,69;-0,00203;-1,068;15,6;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,940000092;0,00019;-0,00043;0,04827;-0,00027;0,00118;0,00423;0,02452;23,69;-0,00204;-1,082;15,59;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,960000093;0,00018;-0,00043;0,04827;-0,00026;0,00117;0,00422;0,02451;23,68;-0,00204;-1,086;15,58;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
1,980000094;0,00017;-0,00044;0,04828;-0,00026;0,00117;0,00422;0,02451;23,68;-0,00204;-1,08;15,57;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,000000095;0,00018;-0,00044;0,04828;-0,00026;0,00117;0,00422;0,02451;23,68;-0,00204;-1,077;15,57;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,020000096;0,00018;-0,00044;0,04828;-0,00026;0,00117;0,00422;0,02451;23,68;-0,00204;-1,083;15,57;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,040000097;0,00017;-0,00044;0,04827;-0,00026;0,00116;0,00422;0,02451;23,68;-0,00204;-1,092;15,57;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,060000098;0,00015;-0,00044;0,04827;-0,00026;0,00114;0,00422;0,0245;23,67;-0,00204;-1,095;15,57;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,080000099;0,00015;-0,00044;0,04827;-0,00026;0,00114;0,00422;0,0245;23,68;-0,00204;-1,092;15,55;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,1000001;0,00016;-0,00044;0,04827;-0,00026;0,00115;0,00423;0,02451;23,68;-0,00204;-1,091;15,55;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,120000101;0,00018;-0,00043;0,04827;-0,00027;0,00117;0,00423;0,02451;23,67;-0,00204;-1,101;15,55;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,140000102;0,00019;-0,00043;0,04827;-0,00026;0,00118;0,00423;0,02452;23,67;-0,00204;-1,115;15,56;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,160000103;0,00019;-0,00043;0,04827;-0,00026;0,00119;0,00423;0,02452;23,67;-0,00203;-1,124;15,58;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,180000104;0,00019;-0,00043;0,04827;-0,00026;0,00118;0,00423;0,02452;23,68;-0,00203;-1,12;15,6;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,200000104;0,0002;-0,00043;0,04827;-0,00026;0,00119;0,00423;0,02451;23,68;-0,00204;-1,109;15,61;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,220000105;0,0002;-0,00043;0,04827;-0,00027;0,00118;0,00423;0,02451;23,67;-0,00203;-1,11;15,62;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,240000106;0,00019;-0,00044;0,04827;-0,00027;0,00116;0,00423;0,0245;23,67;-0,00203;-1,12;15,63;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,260000107;0,00017;-0,00044;0,04827;-0,00027;0,00115;0,00423;0,02449;23,68;-0,00204;-1,125;15,64;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,280000108;0,00016;-0,00044;0,04828;-0,00027;0,00113;0,00422;0,02448;23,68;-0,00203;-1,12;15,63;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,300000109;0,00016;-0,00045;0,04828;-0,00027;0,00113;0,00421;0,02448;23,68;-0,00203;-1,111;15,61;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,32000011;0,00016;-0,00045;0,04828;-0,00026;0,00113;0,00421;0,02448;23,68;-0,00203;-1,104;15,6;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,340000111;0,00017;-0,00045;0,04828;-0,00026;0,00114;0,00422;0,02449;23,68;-0,00203;-1,106;15,59;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,360000112;0,00018;-0,00044;0,04828;-0,00026;0,00115;0,00422;0,02449;23,67;-0,00203;-1,116;15,58;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,380000113;0,00019;-0,00044;0,04828;-0,00026;0,00116;0,00422;0,0245;23,67;-0,00203;-1,119;15,57;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,400000114;0,00019;-0,00044;0,04828;-0,00026;0,00116;0,00422;0,0245;23,67;-0,00203;-1,114;15,56;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,420000115;0,00019;-0,00044;0,04828;-0,00026;0,00116;0,00422;0,0245;23,67;-0,00202;-1,107;15,55;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,440000116;0,00019;-0,00043;0,04828;-0,00026;0,00117;0,00422;0,0245;23,67;-0,00202;-1,109;15,54;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,460000117;0,00018;-0,00043;0,04828;-0,00027;0,00116;0,00423;0,0245;23,68;-0,00202;-1,118;15,53;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,480000118;0,00017;-0,00043;0,04828;-0,00027;0,00115;0,00423;0,02449;23,69;-0,00202;-1,124;15,52;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,500000119;0,00017;-0,00043;0,04828;-0,00026;0,00114;0,00424;0,02449;23,69;-0,00202;-1,121;15,51;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,52000012;0,00018;-0,00043;0,04828;-0,00026;0,00115;0,00424;0,0245;23,69;-0,00202;-1,112;15,51;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,540000121;0,00019;-0,00043;0,04828;-0,00025;0,00116;0,00424;0,0245;23,68;-0,00202;-1,108;15,5;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,560000122;0,00019;-0,00043;0,04829;-0,00025;0,00116;0,00423;0,0245;23,67;-0,00202;-1,113;15,5;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,580000123;0,00018;-0,00043;0,04829;-0,00025;0,00115;0,00423;0,02451;23,67;-0,00202;-1,119;15,5;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,600000123;0,00019;-0,00043;0,04829;-0,00025;0,00116;0,00423;0,02452;23,67;-0,00202;-1,118;15,5;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,620000124;0,0002;-0,00043;0,04829;-0,00026;0,00117;0,00424;0,02453;23,67;-0,00202;-1,111;15,51;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,640000125;0,00019;-0,00043;0,04829;-0,00026;0,00117;0,00424;0,02452;23,67;-0,00202;-1,103;15,52;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,660000126;0,00018;-0,00043;0,04829;-0,00026;0,00115;0,00423;0,02451;23,68;-0,00202;-1,102;15,52;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,680000127;0,00017;-0,00043;0,04829;-0,00025;0,00114;0,00423;0,0245;23,68;-0,00202;-1,11;15,52;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,700000128;0,00015;-0,00043;0,04829;-0,00025;0,00113;0,00422;0,0245;23,68;-0,00203;-1,115;15,5;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,720000129;0,00015;-0,00043;0,04829;-0,00025;0,00113;0,00422;0,0245;23,68;-0,00202;-1,115;15,49;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,74000013;0,00016;-0,00043;0,04829;-0,00025;0,00114;0,00422;0,02451;23,68;-0,00202;-1,111;15,48;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,760000131;0,00017;-0,00043;0,04829;-0,00025;0,00115;0,00423;0,02452;23,67;-0,00202;-1,111;15,46;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,780000132;0,00018;-0,00043;0,04829;-0,00025;0,00116;0,00423;0,02452;23,67;-0,00201;-1,119;15,46;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,800000133;0,00019;-0,00043;0,04829;-0,00025;0,00116;0,00423;0,02452;23,66;-0,00201;-1,124;15,46;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,820000134;0,0002;-0,00043;0,0483;-0,00025;0,00116;0,00424;0,02452;23,66;-0,00201;-1,122;15,46;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,840000135;0,0002;-0,00043;0,0483;-0,00025;0,00116;0,00425;0,02453;23,67;-0,00201;-1,118;15,45;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,860000136;0,0002;-0,00043;0,0483;-0,00025;0,00116;0,00425;0,02453;23,67;-0,00201;-1,112;15,45;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,880000137;0,0002;-0,00043;0,0483;-0,00025;0,00116;0,00425;0,02452;23,67;-0,00201;-1,107;15,46;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,900000138;0,00019;-0,00043;0,0483;-0,00025;0,00116;0,00425;0,02452;23,67;-0,00201;-1,101;15,48;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,920000139;0,00018;-0,00043;0,04829;-0,00024;0,00115;0,00424;0,02451;23,68;-0,00201;-1,094;15,5;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,94000014;0,00017;-0,00043;0,04829;-0,00025;0,00115;0,00423;0,02451;23,68;-0,00202;-1,097;15,52;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,960000141;0,00017;-0,00042;0,04829;-0,00025;0,00115;0,00423;0,02451;23,68;-0,00202;-1,108;15,53;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
2,980000142;0,00016;-0,00042;0,04829;-0,00025;0,00115;0,00423;0,02451;23,68;-0,00202;-1,117;15,54;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
3,000000142;0,00015;-0,00043;0,04829;-0,00026;0,00114;0,00422;0,0245;23,68;-0,00203;-1,116;15,55;-1000000;-1000000;-1000000;-1000000;-1000000;0;0
